location_id,name,latitude,longitude,observations_total,description
019edd20-d20b-7cf3-bc4c-431f62a000ea,JUD200 (Otley 2000: E 493700 / N 5239800 [AGD66 UTM Z55]),-42.992793,146.924095,0,
019edd20-d369-7a94-8076-3e53204f6846,KEL250 (Otley 2000: E 511600 / N 5235100 [AGD66 UTM Z55]),-43.035052,147.143778,0,
019edd20-d32f-7392-b0ea-71d1e6a79961,KEL400 (Otley 2000: E 509500 / N 5234200 [AGD66 UTM Z55]),-43.043186,147.118015,0,
019edd20-d32d-7419-a8aa-0e24aa2ba141,KEL750 (Otley 2000: E 505900 / N 5230700 [AGD66 UTM Z55]),-43.07474,147.073854,0,
019edd20-d3ac-7ec8-8972-0305a06e9a1e,KER001 (Otley 2000: E 487400 / N 5214600 [AGD66 UTM Z55]),-43.219639,146.846244,0,
019edd20-d393-7f40-9ad9-8be667733704,KER010 (Otley 2000: E 489600 / N 5218100 [AGD66 UTM Z55]),-43.188156,146.873397,0,
019edd20-d4bc-7f79-b0dd-6918f211d9a2,KER200 (Otley 2000: E 492400 / N 5219050 [AGD66 UTM Z55]),-43.179634,146.907868,0,
019edd20-d497-7737-b898-7966d029a74f,KER400 (Otley 2000: E 493750 / N 5219900 [AGD66 UTM Z55]),-43.171992,146.924488,0,
019edd20-d4ed-7cc8-b9c8-d158b2a9f1d2,KER450 (Otley 2000: E 494100 / N 5220250 [AGD66 UTM Z55]),-43.168843,146.928798,0,
019edd20-d525-7f03-9045-02a6ec5a43ea,KER650 (Otley 2000: E 493650 / N 5221100 [AGD66 UTM Z55]),-43.161186,146.923272,0,
019edd20-d54a-7d72-a0eb-21598745214b,KER700 (Otley 2000: E 494300 / N 5220700 [AGD66 UTM Z55]),-43.164793,146.931263,0,
019edd20-d532-7b68-9d20-b39d1631164f,KER750 (Otley 2000: E 494750 / N 5220800 [AGD66 UTM Z55]),-43.163895,146.9368,0,
019edd20-d65f-70ce-9166-8b97620f6f34,KER800 (Otley 2000: E 495200 / N 5220500 [AGD66 UTM Z55]),-43.1666,146.942333,0,
019edd20-d694-795c-a554-a54e92128ec2,LAS040 (Otley 2000: E 512800 / N 5208550 [AGD66 UTM Z55]),-43.274111,147.159128,0,
019edd20-d641-79fe-a6a0-fd41e189d770,LAS060 (Otley 2000: E 512700 / N 5208500 [AGD66 UTM Z55]),-43.274563,147.157896,0,
019edd20-d714-75a1-949e-647356bc67ad,LAS080 (Otley 2000: E 512700 / N 5208400 [AGD66 UTM Z55]),-43.275463,147.157899,0,
019edd20-d722-71b1-80c8-896e4d1404d4,LAS100 (Otley 2000: E 512600 / N 5208400 [AGD66 UTM Z55]),-43.275465,147.156666,0,
019edd20-d6b5-7670-b2d1-6a62e3076215,LDR001 (Otley 2000: E 476700 / N 5244000 [AGD66 UTM Z55]),-42.954643,146.715727,0,
019edd20-d84d-733e-a747-befbc14c21e3,LDR002 (Otley 2000: E 482100 / N 5242600 [AGD66 UTM Z55]),-42.967396,146.781884,0,
019edd20-d7cb-727c-a58d-7460f2afceb6,LDR100 (Otley 2000: E 483377 / N 5241426 [AGD66 UTM Z55]),-42.977996,146.797508,0,
019edd20-d817-7e38-85ca-0672608d1f2b,LDR220 (Otley 2000: E 483775 / N 5240800 [AGD66 UTM Z55]),-42.983642,146.802372,0,
019edd20-d87f-7b23-93f0-0c36be06d063,LDR300 (Otley 2000: E 484020 / N 5240900 [AGD66 UTM Z55]),-42.982747,146.805379,0,
019edd20-d904-73a3-9e3f-b486962d4c09,LDR400 (Otley 2000: E 484125 / N 5240775 [AGD66 UTM Z55]),-42.983875,146.806664,0,
019edd20-d903-78d9-b266-b1f23452f109,LUN010 (Otley 2000: E 485700 / N 5192800 [AGD66 UTM Z55]),-43.415909,146.824749,0,
019edd20-d987-74d9-898e-cabea0f572e3,LUN020 (Otley 2000: E 492200 / N 5192900 [AGD66 UTM Z55]),-43.415103,146.905041,0,
019edd20-da18-7279-8ac2-45b24c52082e,MOU200 (Otley 2000: E 510850 / N 5245900 [AGD66 UTM Z55]),-42.937808,147.134359,0,
019edd20-d9e4-71db-b862-df24709fd7db,MOU250 (Otley 2000: E 510800 / N 5245800 [AGD66 UTM Z55]),-42.938709,147.133748,0,
019edd20-d9e2-73d4-bf72-7cd7672579db,MOU400 (Otley 2000: E 508800 / N 5243400 [AGD66 UTM Z55]),-42.960347,147.109274,0,
019edd20-daf7-7ef9-b2ab-3a1932276faf,MOU600 (Otley 2000: E 507000 / N 5242200 [AGD66 UTM Z55]),-42.971172,147.087219,0,
019edd20-dc38-7e5d-8c3f-4e479fbd1e35,MOU650 (Otley 2000: E 505300 / N 5239500 [AGD66 UTM Z55]),-42.9955,147.066398,0,
019edd20-db13-7056-8587-b577bb390806,MOU700 (Otley 2000: E 503900 / N 5237500 [AGD66 UTM Z55]),-43.013519,147.049238,0,
019edd20-db93-701f-939f-838fce15f2f0,MOU850 (Otley 2000: E 503300 / N 5237000 [AGD66 UTM Z55]),-43.018025,147.041878,0,
019edd20-dc40-7647-bb74-3ec62de7c469,NIC100 (Otley 2000: E 512800 / N 5224950 [AGD66 UTM Z55]),-43.126432,147.158744,0,
019edd20-dc31-7e24-a05d-daebe8dd5593,NIC300 (Otley 2000: E 512200 / N 5222500 [AGD66 UTM Z55]),-43.148504,147.151422,0,
019edd20-dc6b-7219-b4b1-e7975a36bc43,NIC500 (Otley 2000: E 511100 / N 5221000 [AGD66 UTM Z55]),-43.162029,147.137925,0,
019edd20-dc9c-7057-b7cc-23d113cc5e20,NIC700 (Otley 2000: E 508200 / N 5220100 [AGD66 UTM Z55]),-43.170171,147.102265,0,
019edd20-dd1e-7b25-9464-dd1fedebb9db,PAR100 (Otley 2000: E 507350 / N 5240650 [AGD66 UTM Z55]),-42.985127,147.091532,0,
019edd20-ddb3-7b2b-abb1-f7374bc9657e,PCK010 (Otley 2000: E 496950 / N 5229900 [AGD66 UTM Z55]),-43.081962,146.963911,0,
019edd20-ddbd-70e1-8b02-42a37e041870,PCK020 (Otley 2000: E 498700 / N 5229800 [AGD66 UTM Z55]),-43.082868,146.98541,0,
019edd20-ddea-70f6-b7e1-6b445267f465,PCK030 (Otley 2000: E 500850 / N 5229500 [AGD66 UTM Z55]),-43.085569,147.011824,0,
019edd20-de25-7337-b17e-25e8501daa96,PIC001 (Otley 2000: E 474300 / N 5213400 [AGD66 UTM Z55]),-43.230114,146.684894,0,
019edd20-de23-7938-8819-c2a32f10d968,PIC002 (Otley 2000: E 476000 / N 5227100 [AGD66 UTM Z55]),-43.106805,146.706421,0,
019edd20-de9b-7734-8ba0-9aede481fa5c,RIL200 (Otley 2000: E 494450 / N 5217000 [AGD66 UTM Z55]),-43.198112,146.933072,0,
019edd20-df58-7e34-aebb-c4bb41e9c713,RIL400 (Otley 2000: E 493700 / N 5219450 [AGD66 UTM Z55]),-43.176044,146.923868,0,
019edd20-df17-75f1-adcf-bc876051a895,RUS005 (Otley 2000: E 476400 / N 5252400 [AGD66 UTM Z55]),-42.878991,146.712401,0,
019edd20-dfe1-71f7-b661-292ff3a96b0b,RUS010 (Otley 2000: E 483500 / N 5245600 [AGD66 UTM Z55]),-42.940412,146.799139,0,
019edd20-df96-75af-9ecc-7859958ccbd4,RUS055 (Otley 2000: E 483200 / N 5245000 [AGD66 UTM Z55]),-42.945808,146.795444,0,
019edd20-dfc8-7c89-8db6-4f35dd3e93e9,RUS060 (Otley 2000: E 483250 / N 5244995 [AGD66 UTM Z55]),-42.945854,146.796057,0,
019edd20-e084-77fa-8de1-f0ef4bd337ab,RUS070 (Otley 2000: E 484300 / N 5244450 [AGD66 UTM Z55]),-42.950784,146.808913,0,
019edd20-e0de-756a-8e3c-aa5de6406c23,RUS075 (Otley 2000: E 485500 / N 5243350 [AGD66 UTM Z55]),-42.960714,146.823595,0,
019edd20-e139-7671-a105-79d3f00d6707,RUS080 (Otley 2000: E 485550 / N 5243300 [AGD66 UTM Z55]),-42.961165,146.824207,0,
019edd20-e19b-7cc5-8d14-d0fa44eb5d65,RUS100 (Otley 2000: E 488700 / N 5240800 [AGD66 UTM Z55]),-42.98373,146.862779,0,
019edd20-e13c-74f4-8743-dca27161acac,SOU010 (Otley 2000: E 496550 / N 5193800 [AGD66 UTM Z55]),-43.407031,146.958778,0,
019edd20-e1c6-7d20-8a79-967ad8f95f24,SOU050 (Otley 2000: E 496250 / N 5193200 [AGD66 UTM Z55]),-43.412433,146.955069,0,
019edd20-e25c-7368-a73c-5edd5dad940a,SOU100 (Otley 2000: E 497200 / N 5192500 [AGD66 UTM Z55]),-43.41874,146.9668,0,
019edd20-e2af-7b9b-b889-59aad157f808,SOU150 (Otley 2000: E 497800 / N 5191400 [AGD66 UTM Z55]),-43.428647,146.974207,0,
019edd20-e2e0-77b5-bed4-ce27a8b09025,SOU200 (Otley 2000: E 497800 / N 5191200 [AGD66 UTM Z55]),-43.430448,146.974207,0,
019edd20-e310-7d88-9a90-8741d4d43c63,STT100 (Otley 2000: E 492750 / N 5224150 [AGD66 UTM Z55]),-43.133713,146.91224,0,
019edd20-e3ba-7391-ab59-4fef16d02de7,STT300 (Otley 2000: E 493200 / N 5222600 [AGD66 UTM Z55]),-43.147674,146.917754,0,
019edd20-e341-7a42-b82d-af052218108b,STT400 (Otley 2000: E 493600 / N 5221100 [AGD66 UTM Z55]),-43.161185,146.922657,0,
019edd20-e3e4-7a10-9abb-933526a4e334,SUP010 (Otley 2000: E 504425 / N 5223950 [AGD66 UTM Z55]),-43.135534,147.055791,0,
019edd20-e408-79ac-bf20-cdf86157fa60,SUP020 (Otley 2000: E 504325 / N 5223890 [AGD66 UTM Z55]),-43.136075,147.054562,0,
019edd20-e48a-7c64-ba9d-b39230d039f1,SUP050 (Otley 2000: E 504790 / N 5223650 [AGD66 UTM Z55]),-43.138233,147.060281,0,
019edd20-e4df-7566-8d1a-8f66fd5499ff,SUP100 (Otley 2000: E 505625 / N 5223550 [AGD66 UTM Z55]),-43.139128,147.07055,0,
019edd20-e50c-7c36-a492-7f8e71903ba7,SUP200 (Otley 2000: E 505675 / N 5222250 [AGD66 UTM Z55]),-43.150834,147.071178,0,
019edd20-e564-7698-b248-d44fb1d6c69b,SUP300 (Otley 2000: E 505925 / N 5221800 [AGD66 UTM Z55]),-43.154884,147.074258,0,
019edd20-e5c4-7606-bb49-cba4197130eb,SUP350 (Otley 2000: E 506950 / N 5221712 [AGD66 UTM Z55]),-43.155667,147.086866,0,
019edd20-e5c2-72b8-a433-e3f409e0135c,WAT050 (Otley 2000: E 495650 / N 5235450 [AGD66 UTM Z55]),-43.031978,146.947983,0,
019edd20-e5f6-7260-996b-72b390503355,WAT055 (Otley 2000: E 495650 / N 5235450 [AGD66 UTM Z55]),-43.031978,146.947983,0,
019edd20-e6a7-7cde-88f1-6976c8f55eec,WAT200 (Otley 2000: E 496400 / N 5236200 [AGD66 UTM Z55]),-43.025228,146.957194,0,
019edd20-e6d4-7300-8a11-e719251afea3,WOL100 (Otley 2000: E 510500 / N 5219100 [AGD66 UTM Z55]),-43.179147,147.13058,0,
019edd20-e720-7976-a498-e5998e83077e,WOL100 (Otley 2000: E 510500 / N 5219100 [AGD66 UTM Z55]),-43.179147,147.13058,0,
